Variable Name,Variable Description,Data File Name,Data File Description,Begin Year,EndYear,Component,Use Constraints,Model Feature,Model Output,Column Alias,OHE,Value Encoding,Missing Data Remap?,Remap Value,Fill Zeros,Numeric
RFXT067,Reflex Time Array Data Point 067,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXT068,Reflex Time Array Data Point 068,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXT069,Reflex Time Array Data Point 069,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXT070,Reflex Time Array Data Point 070,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXT071,Reflex Time Array Data Point 071,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXT072,Reflex Time Array Data Point 072,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXT073,Reflex Time Array Data Point 073,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXT074,Reflex Time Array Data Point 074,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXT075,Reflex Time Array Data Point 075,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXT076,Reflex Time Array Data Point 076,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXT077,Reflex Time Array Data Point 077,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXT078,Reflex Time Array Data Point 078,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXT079,Reflex Time Array Data Point 079,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXT080,Reflex Time Array Data Point 080,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXT081,Reflex Time Array Data Point 081,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXT082,Reflex Time Array Data Point 082,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXT083,Reflex Time Array Data Point 083,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXT084,Reflex Time Array Data Point 084,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXT085,Reflex Time Array Data Point 085,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXT086,Reflex Time Array Data Point 086,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXT087,Reflex Time Array Data Point 087,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXT088,Reflex Time Array Data Point 088,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXT089,Reflex Time Array Data Point 089,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXT090,Reflex Time Array Data Point 090,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXT091,Reflex Time Array Data Point 091,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXT092,Reflex Time Array Data Point 092,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXT093,Reflex Time Array Data Point 093,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXT094,Reflex Time Array Data Point 094,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXT095,Reflex Time Array Data Point 095,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXT096,Reflex Time Array Data Point 096,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXT097,Reflex Time Array Data Point 097,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXT098,Reflex Time Array Data Point 098,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXT099,Reflex Time Array Data Point 099,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXT100,Reflex Time Array Data Point 100,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXT101,Reflex Time Array Data Point 101,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXT102,Reflex Time Array Data Point 102,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXT103,Reflex Time Array Data Point 103,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXT104,Reflex Time Array Data Point 104,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXT105,Reflex Time Array Data Point 105,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXT106,Reflex Time Array Data Point 106,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXT107,Reflex Time Array Data Point 107,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXT108,Reflex Time Array Data Point 108,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXT109,Reflex Time Array Data Point 109,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXT110,Reflex Time Array Data Point 110,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXT111,Reflex Time Array Data Point 111,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXT112,Reflex Time Array Data Point 112,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXT113,Reflex Time Array Data Point 113,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXT114,Reflex Time Array Data Point 114,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXT115,Reflex Time Array Data Point 115,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXT116,Reflex Time Array Data Point 116,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXT117,Reflex Time Array Data Point 117,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXT118,Reflex Time Array Data Point 118,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXT119,Reflex Time Array Data Point 119,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXT120,Reflex Time Array Data Point 120,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXT121,Reflex Time Array Data Point 121,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXT122,Reflex Time Array Data Point 122,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXT123,Reflex Time Array Data Point 123,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXT124,Reflex Time Array Data Point 124,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXT125,Reflex Time Array Data Point 125,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXT126,Reflex Time Array Data Point 126,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXT127,Reflex Time Array Data Point 127,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXT128,Reflex Time Array Data Point 128,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXT129,Reflex Time Array Data Point 129,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXT130,Reflex Time Array Data Point 130,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXT131,Reflex Time Array Data Point 131,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXT132,Reflex Time Array Data Point 132,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXT133,Reflex Time Array Data Point 133,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXT134,Reflex Time Array Data Point 134,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXT135,Reflex Time Array Data Point 135,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXT136,Reflex Time Array Data Point 136,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXT137,Reflex Time Array Data Point 137,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXT138,Reflex Time Array Data Point 138,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXT139,Reflex Time Array Data Point 139,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXT140,Reflex Time Array Data Point 140,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXT141,Reflex Time Array Data Point 141,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXT142,Reflex Time Array Data Point 142,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXT143,Reflex Time Array Data Point 143,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXT144,Reflex Time Array Data Point 144,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXT145,Reflex Time Array Data Point 145,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXT146,Reflex Time Array Data Point 146,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXT147,Reflex Time Array Data Point 147,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXT148,Reflex Time Array Data Point 148,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXT149,Reflex Time Array Data Point 149,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXT150,Reflex Time Array Data Point 150,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXT151,Reflex Time Array Data Point 151,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXT152,Reflex Time Array Data Point 152,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXT153,Reflex Time Array Data Point 153,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXT154,Reflex Time Array Data Point 154,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXT155,Reflex Time Array Data Point 155,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXT156,Reflex Time Array Data Point 156,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXT157,Reflex Time Array Data Point 157,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXT158,Reflex Time Array Data Point 158,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXT159,Reflex Time Array Data Point 159,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXT160,Reflex Time Array Data Point 160,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXT161,Reflex Time Array Data Point 161,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXT162,Reflex Time Array Data Point 162,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXT163,Reflex Time Array Data Point 163,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXT164,Reflex Time Array Data Point 164,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXT165,Reflex Time Array Data Point 165,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXT166,Reflex Time Array Data Point 166,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXT167,Reflex Time Array Data Point 167,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXT168,Reflex Time Array Data Point 168,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXT169,Reflex Time Array Data Point 169,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXT170,Reflex Time Array Data Point 170,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
SEQN,Respondent sequence number.,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
SEQN,Respondent sequence number.,AUXTYM_J,Audiometry - Tympanometry ,2017,2018,Examination,,,,,,,,,,
TYXA001,Admittance Array Data Point 001,AUXTYM_J,Audiometry - Tympanometry ,2017,2018,Examination,,,,,,,,,,
TYXA002,Admittance Array Data Point 002,AUXTYM_J,Audiometry - Tympanometry ,2017,2018,Examination,,,,,,,,,,
TYXA003,Admittance Array Data Point 003,AUXTYM_J,Audiometry - Tympanometry ,2017,2018,Examination,,,,,,,,,,
TYXA004,Admittance Array Data Point 004,AUXTYM_J,Audiometry - Tympanometry ,2017,2018,Examination,,,,,,,,,,
TYXA005,Admittance Array Data Point 005,AUXTYM_J,Audiometry - Tympanometry ,2017,2018,Examination,,,,,,,,,,
TYXA006,Admittance Array Data Point 006,AUXTYM_J,Audiometry - Tympanometry ,2017,2018,Examination,,,,,,,,,,
TYXA007,Admittance Array Data Point 007,AUXTYM_J,Audiometry - Tympanometry ,2017,2018,Examination,,,,,,,,,,
TYXA008,Admittance Array Data Point 008,AUXTYM_J,Audiometry - Tympanometry ,2017,2018,Examination,,,,,,,,,,
TYXA009,Admittance Array Data Point 009,AUXTYM_J,Audiometry - Tympanometry ,2017,2018,Examination,,,,,,,,,,
TYXA010,Admittance Array Data Point 010,AUXTYM_J,Audiometry - Tympanometry ,2017,2018,Examination,,,,,,,,,,
TYXA011,Admittance Array Data Point 011,AUXTYM_J,Audiometry - Tympanometry ,2017,2018,Examination,,,,,,,,,,
TYXA012,Admittance Array Data Point 012,AUXTYM_J,Audiometry - Tympanometry ,2017,2018,Examination,,,,,,,,,,
TYXA013,Admittance Array Data Point 013,AUXTYM_J,Audiometry - Tympanometry ,2017,2018,Examination,,,,,,,,,,
TYXA014,Admittance Array Data Point 014,AUXTYM_J,Audiometry - Tympanometry ,2017,2018,Examination,,,,,,,,,,
TYXA015,Admittance Array Data Point 015,AUXTYM_J,Audiometry - Tympanometry ,2017,2018,Examination,,,,,,,,,,
TYXA016,Admittance Array Data Point 016,AUXTYM_J,Audiometry - Tympanometry ,2017,2018,Examination,,,,,,,,,,
TYXA017,Admittance Array Data Point 017,AUXTYM_J,Audiometry - Tympanometry ,2017,2018,Examination,,,,,,,,,,
TYXA018,Admittance Array Data Point 018,AUXTYM_J,Audiometry - Tympanometry ,2017,2018,Examination,,,,,,,,,,
TYXA019,Admittance Array Data Point 019,AUXTYM_J,Audiometry - Tympanometry ,2017,2018,Examination,,,,,,,,,,
TYXA020,Admittance Array Data Point 020,AUXTYM_J,Audiometry - Tympanometry ,2017,2018,Examination,,,,,,,,,,
TYXA021,Admittance Array Data Point 021,AUXTYM_J,Audiometry - Tympanometry ,2017,2018,Examination,,,,,,,,,,
TYXA022,Admittance Array Data Point 022,AUXTYM_J,Audiometry - Tympanometry ,2017,2018,Examination,,,,,,,,,,
TYXA023,Admittance Array Data Point 023,AUXTYM_J,Audiometry - Tympanometry ,2017,2018,Examination,,,,,,,,,,
TYXA024,Admittance Array Data Point 024,AUXTYM_J,Audiometry - Tympanometry ,2017,2018,Examination,,,,,,,,,,
TYXA025,Admittance Array Data Point 025,AUXTYM_J,Audiometry - Tympanometry ,2017,2018,Examination,,,,,,,,,,
TYXA026,Admittance Array Data Point 026,AUXTYM_J,Audiometry - Tympanometry ,2017,2018,Examination,,,,,,,,,,
TYXA027,Admittance Array Data Point 027,AUXTYM_J,Audiometry - Tympanometry ,2017,2018,Examination,,,,,,,,,,
TYXA028,Admittance Array Data Point 028,AUXTYM_J,Audiometry - Tympanometry ,2017,2018,Examination,,,,,,,,,,
TYXA029,Admittance Array Data Point 029,AUXTYM_J,Audiometry - Tympanometry ,2017,2018,Examination,,,,,,,,,,
TYXA030,Admittance Array Data Point 030,AUXTYM_J,Audiometry - Tympanometry ,2017,2018,Examination,,,,,,,,,,
TYXA031,Admittance Array Data Point 031,AUXTYM_J,Audiometry - Tympanometry ,2017,2018,Examination,,,,,,,,,,
TYXA032,Admittance Array Data Point 032,AUXTYM_J,Audiometry - Tympanometry ,2017,2018,Examination,,,,,,,,,,
TYXA033,Admittance Array Data Point 033,AUXTYM_J,Audiometry - Tympanometry ,2017,2018,Examination,,,,,,,,,,
TYXA034,Admittance Array Data Point 034,AUXTYM_J,Audiometry - Tympanometry ,2017,2018,Examination,,,,,,,,,,
TYXA035,Admittance Array Data Point 035,AUXTYM_J,Audiometry - Tympanometry ,2017,2018,Examination,,,,,,,,,,
TYXA036,Admittance Array Data Point 036,AUXTYM_J,Audiometry - Tympanometry ,2017,2018,Examination,,,,,,,,,,
TYXA037,Admittance Array Data Point 037,AUXTYM_J,Audiometry - Tympanometry ,2017,2018,Examination,,,,,,,,,,
TYXA038,Admittance Array Data Point 038,AUXTYM_J,Audiometry - Tympanometry ,2017,2018,Examination,,,,,,,,,,
TYXA039,Admittance Array Data Point 039,AUXTYM_J,Audiometry - Tympanometry ,2017,2018,Examination,,,,,,,,,,
TYXA040,Admittance Array Data Point 040,AUXTYM_J,Audiometry - Tympanometry ,2017,2018,Examination,,,,,,,,,,
TYXA041,Admittance Array Data Point 041,AUXTYM_J,Audiometry - Tympanometry ,2017,2018,Examination,,,,,,,,,,
TYXA042,Admittance Array Data Point 042,AUXTYM_J,Audiometry - Tympanometry ,2017,2018,Examination,,,,,,,,,,
TYXA043,Admittance Array Data Point 043,AUXTYM_J,Audiometry - Tympanometry ,2017,2018,Examination,,,,,,,,,,
TYXA044,Admittance Array Data Point 044,AUXTYM_J,Audiometry - Tympanometry ,2017,2018,Examination,,,,,,,,,,
TYXA045,Admittance Array Data Point 045,AUXTYM_J,Audiometry - Tympanometry ,2017,2018,Examination,,,,,,,,,,
TYXA046,Admittance Array Data Point 046,AUXTYM_J,Audiometry - Tympanometry ,2017,2018,Examination,,,,,,,,,,
TYXA047,Admittance Array Data Point 047,AUXTYM_J,Audiometry - Tympanometry ,2017,2018,Examination,,,,,,,,,,
TYXA048,Admittance Array Data Point 048,AUXTYM_J,Audiometry - Tympanometry ,2017,2018,Examination,,,,,,,,,,
TYXA049,Admittance Array Data Point 049,AUXTYM_J,Audiometry - Tympanometry ,2017,2018,Examination,,,,,,,,,,
TYXA050,Admittance Array Data Point 050,AUXTYM_J,Audiometry - Tympanometry ,2017,2018,Examination,,,,,,,,,,
TYXA051,Admittance Array Data Point 051,AUXTYM_J,Audiometry - Tympanometry ,2017,2018,Examination,,,,,,,,,,
TYXA052,Admittance Array Data Point 052,AUXTYM_J,Audiometry - Tympanometry ,2017,2018,Examination,,,,,,,,,,
TYXA053,Admittance Array Data Point 053,AUXTYM_J,Audiometry - Tympanometry ,2017,2018,Examination,,,,,,,,,,
TYXA054,Admittance Array Data Point 054,AUXTYM_J,Audiometry - Tympanometry ,2017,2018,Examination,,,,,,,,,,
TYXA055,Admittance Array Data Point 055,AUXTYM_J,Audiometry - Tympanometry ,2017,2018,Examination,,,,,,,,,,
TYXA056,Admittance Array Data Point 056,AUXTYM_J,Audiometry - Tympanometry ,2017,2018,Examination,,,,,,,,,,
TYXA057,Admittance Array Data Point 057,AUXTYM_J,Audiometry - Tympanometry ,2017,2018,Examination,,,,,,,,,,
TYXA058,Admittance Array Data Point 058,AUXTYM_J,Audiometry - Tympanometry ,2017,2018,Examination,,,,,,,,,,
TYXA059,Admittance Array Data Point 059,AUXTYM_J,Audiometry - Tympanometry ,2017,2018,Examination,,,,,,,,,,
TYXA060,Admittance Array Data Point 060,AUXTYM_J,Audiometry - Tympanometry ,2017,2018,Examination,,,,,,,,,,
TYXA061,Admittance Array Data Point 061,AUXTYM_J,Audiometry - Tympanometry ,2017,2018,Examination,,,,,,,,,,
TYXA062,Admittance Array Data Point 062,AUXTYM_J,Audiometry - Tympanometry ,2017,2018,Examination,,,,,,,,,,
TYXA063,Admittance Array Data Point 063,AUXTYM_J,Audiometry - Tympanometry ,2017,2018,Examination,,,,,,,,,,
TYXA064,Admittance Array Data Point 064,AUXTYM_J,Audiometry - Tympanometry ,2017,2018,Examination,,,,,,,,,,
TYXA065,Admittance Array Data Point 065,AUXTYM_J,Audiometry - Tympanometry ,2017,2018,Examination,,,,,,,,,,
TYXA066,Admittance Array Data Point 066,AUXTYM_J,Audiometry - Tympanometry ,2017,2018,Examination,,,,,,,,,,
TYXA067,Admittance Array Data Point 067,AUXTYM_J,Audiometry - Tympanometry ,2017,2018,Examination,,,,,,,,,,
TYXA068,Admittance Array Data Point 068,AUXTYM_J,Audiometry - Tympanometry ,2017,2018,Examination,,,,,,,,,,
TYXA069,Admittance Array Data Point 069,AUXTYM_J,Audiometry - Tympanometry ,2017,2018,Examination,,,,,,,,,,
TYXA070,Admittance Array Data Point 070,AUXTYM_J,Audiometry - Tympanometry ,2017,2018,Examination,,,,,,,,,,
TYXA071,Admittance Array Data Point 071,AUXTYM_J,Audiometry - Tympanometry ,2017,2018,Examination,,,,,,,,,,
TYXA072,Admittance Array Data Point 072,AUXTYM_J,Audiometry - Tympanometry ,2017,2018,Examination,,,,,,,,,,
TYXA073,Admittance Array Data Point 073,AUXTYM_J,Audiometry - Tympanometry ,2017,2018,Examination,,,,,,,,,,
TYXA074,Admittance Array Data Point 074,AUXTYM_J,Audiometry - Tympanometry ,2017,2018,Examination,,,,,,,,,,
TYXA075,Admittance Array Data Point 075,AUXTYM_J,Audiometry - Tympanometry ,2017,2018,Examination,,,,,,,,,,
TYXA076,Admittance Array Data Point 076,AUXTYM_J,Audiometry - Tympanometry ,2017,2018,Examination,,,,,,,,,,
TYXA077,Admittance Array Data Point 077,AUXTYM_J,Audiometry - Tympanometry ,2017,2018,Examination,,,,,,,,,,
TYXA078,Admittance Array Data Point 078,AUXTYM_J,Audiometry - Tympanometry ,2017,2018,Examination,,,,,,,,,,
TYXA079,Admittance Array Data Point 079,AUXTYM_J,Audiometry - Tympanometry ,2017,2018,Examination,,,,,,,,,,
TYXA080,Admittance Array Data Point 080,AUXTYM_J,Audiometry - Tympanometry ,2017,2018,Examination,,,,,,,,,,
TYXA081,Admittance Array Data Point 081,AUXTYM_J,Audiometry - Tympanometry ,2017,2018,Examination,,,,,,,,,,
TYXA082,Admittance Array Data Point 082,AUXTYM_J,Audiometry - Tympanometry ,2017,2018,Examination,,,,,,,,,,
TYXA083,Admittance Array Data Point 083,AUXTYM_J,Audiometry - Tympanometry ,2017,2018,Examination,,,,,,,,,,
TYXA084,Admittance Array Data Point 084,AUXTYM_J,Audiometry - Tympanometry ,2017,2018,Examination,,,,,,,,,,
